ID,regnum,regnum2,name1,name2
H4O03609,259,259,,"Lucca, O. in Italien (Toskana)"
H4O03609,882,882,,"Lucca, O. in Italien (Toskana)"
H4O03609,1036,1036,,"Lucca, O. in Italien (Toskana)"
H4O03609,1042,1042,,"Lucca, O. in Italien (Toskana)"
H4O03609,1046,1046,,"Lucca, O. in Italien (Toskana)"
H4O03609,1048,1048,,"Lucca, O. in Italien (Toskana)"
H4O03609,1049,1049,,"Lucca, O. in Italien (Toskana)"
H4O03609,1050,1050,,"Lucca, O. in Italien (Toskana)"
H4O03609,1051,1051,,"Lucca, O. in Italien (Toskana)"
H4O03609,1052?,1052,,"Lucca, O. in Italien (Toskana)"
H4O03609,1053,1053,,"Lucca, O. in Italien (Toskana)"
H4O03609,1054,1054,,"Lucca, O. in Italien (Toskana)"
H4O03609,1086,1086,,"Lucca, O. in Italien (Toskana)"
H4O03609,1162,1162,,"Lucca, O. in Italien (Toskana)"
H4O03609,1216,1216,,"Lucca, O. in Italien (Toskana)"
H4O03609,1550,1550,,"Lucca, O. in Italien (Toskana)"
H4O03609,1051,1051,"bischöfl. Kirche zu Lucca, Bistum, Diözese, Sprengel","Lucca, O. in Italien (Toskana) // bischöfl. Kirche zu Lucca, Bistum, Diözese, Sprengel"
H4O03609,1051,1051,Streitmacht d. Bistums,"Lucca, O. in Italien (Toskana) // bischöfl. Kirche zu Lucca, Bistum, Diözese, Sprengel // Streitmacht d. Bistums"
H4O03609,1042,1042,Dom zu Lucca,"Lucca, O. in Italien (Toskana) // Dom zu Lucca"
H4O03609,1042,1042,"Bewohner, Bürger Luccas","Lucca, O. in Italien (Toskana) // Bewohner, Bürger Luccas"
H4O03609,1046,1046,"Bewohner, Bürger Luccas","Lucca, O. in Italien (Toskana) // Bewohner, Bürger Luccas"
H4O03609,1054,1054,"Bewohner, Bürger Luccas","Lucca, O. in Italien (Toskana) // Bewohner, Bürger Luccas"
H4O03609,1162,1162,"Bewohner, Bürger Luccas","Lucca, O. in Italien (Toskana) // Bewohner, Bürger Luccas"
H4O03609,1550,1550,"Bewohner, Bürger Luccas","Lucca, O. in Italien (Toskana) // Bewohner, Bürger Luccas"
H4O03609,1162,1162,städtische Obere,"Lucca, O. in Italien (Toskana) // städtische Obere"
H4O03609,1036,1036,Gesandtschaft aus Lucca,"Lucca, O. in Italien (Toskana) // Gesandtschaft aus Lucca"
H4O03609,1042,1042,"Pfalz zu Lucca, alter Herzogspalast vor d. Stadtmauern","Lucca, O. in Italien (Toskana) // Pfalz zu Lucca, alter Herzogspalast vor d. Stadtmauern"
H4O03609,1042,1042,langobardisch-karolingische Königspfalz zu Lucca,"Lucca, O. in Italien (Toskana) // langobardisch-karolingische Königspfalz zu Lucca"
H4O03609,1042,1042,Stadtmauern v. Lucca,"Lucca, O. in Italien (Toskana) // Stadtmauern v. Lucca"
H4O03609,1046,1046,"S. Salvator zu Lucca, Kl.","Lucca, O. in Italien (Toskana) // S. Salvator zu Lucca, Kl."
H4O03609,1046,1046,Äbtissinnen d. Kl.s,"Lucca, O. in Italien (Toskana) // S. Salvator zu Lucca, Kl. // Äbtissinnen d. Kl.s"
H4O03609,1042,1042,Vorstadt v. Lucca,"Lucca, O. in Italien (Toskana) // Vorstadt v. Lucca"
H4O03610,1041?,1041,,"Lucignano d’Arbia, O. in Italien (Toskana)"
H4O03610,1041,1041,"S. Pietro in Campo, Ki.","Lucignano d’Arbia, O. in Italien (Toskana) // S. Pietro in Campo, Ki."
H4O03611,875,875,,"Lucinico, O. in Italien (Friaul-Julisch Venetien)"
H4O03612,1041?,1041,,"<i>Lucinula</i>, unbekannt, wohl in Italien zu suchen"
H4O03613,657,657,,"<i>Luco</i>, Burgruine in Italien (Toskana)"
H4O03614,1451,1451,,Lug (Rheinland-Pfalz)
H4O03615,867,867,,"Lugana, Waldgebiet in Italien (Lombardei)"
H4O03619,882,882,,"Luni (Luna), Grafschaft in Italien, um Luni gelegen"
H4O03620,1054,1054,,"Luni, O. in Italien, abgegangen links der Mündung der Magra sö. La Spezia (Ligurien)"
H4O03620,1550,1550,,"Luni, O. in Italien, abgegangen links der Mündung der Magra sö. La Spezia (Ligurien)"
H4O03621,578,578,,Lüneburg (Niedersachsen)
H4O03621,635,635,"Lüneburg, Burg","Lüneburg (Niedersachsen) // Lüneburg, Burg"
H4O03621,647,647,"Lüneburg, Burg","Lüneburg (Niedersachsen) // Lüneburg, Burg"
H4O03621,648,648,"Lüneburg, Burg","Lüneburg (Niedersachsen) // Lüneburg, Burg"
H4O03621,647,647,Burgbesatzung,"Lüneburg (Niedersachsen) // Lüneburg, Burg // Burgbesatzung"
H4O03621,648,648,Burgbesatzung,"Lüneburg (Niedersachsen) // Lüneburg, Burg // Burgbesatzung"
H4O03622,896,896,,"Lupstein, O. in Frankreich (Bas-Rhin)"
H4O03623,551,551,,"Lustin, Grafschaft in Belgien, um Lustin gelegen (Namur)"
H4O03624,551,551,,"Lustin, O. in Belgien (Namur)"
H4O03625,281,281,,"Lußhart, Forst, heute Wald in der Rheinebene zw. Alt- und Neulußheim (Baden-Württemberg)"
H4O03626,1225,1225,,"<i>Lutera</i>, entweder Lauterb(o)urg in Frankreich (Bas-Rhin) oder Kaiserslautern (Rheinland-Pfalz)"
H4O03626,1490,1490,,"<i>Lutera</i>, entweder Lauterb(o)urg in Frankreich (Bas-Rhin) oder Kaiserslautern (Rheinland-Pfalz)"
H4O03626,1225,1225,Hörige,"<i>Lutera</i>, entweder Lauterb(o)urg in Frankreich (Bas-Rhin) oder Kaiserslautern (Rheinland-Pfalz) // Hörige"
H4O03626,1490,1490,Hörige,"<i>Lutera</i>, entweder Lauterb(o)urg in Frankreich (Bas-Rhin) oder Kaiserslautern (Rheinland-Pfalz) // Hörige"
H4O03627,1227,1227,,"Lutramsforst, Grafschaft, linksrheinisch im Landstrich um Speyer, evtl. identisch mit dem Speyergau"
H4O03628,963,963,,"Lutry, O. in der Schweiz (Waadt)"
H4O03628,1266,1266,Ki. zu Lutry,"Lutry, O. in der Schweiz (Waadt) // Ki. zu Lutry"
H4O03629,330,330,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,331,331,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,571,571,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,572,572,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,573,573,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,574,574,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,575,575,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,747,747,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,770a,770a,,"Lüttich (Liège), O. in Belgien (Lüttich) (siehe Addenda und Corrigenda),"
H4O03629,998,998,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1307,1307,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1347,1347,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1452,1452,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1467,1467,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1487,1487,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1488†,1488,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1489,1489,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1500,1500,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1556,1556,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1561,1561,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1562?,1562,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1564?,1564,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1565?,1565,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1566,1566,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1567,1567,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1568,1568,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1569,1569,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1570,1570,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,1572,1572,,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03629,411,411,"bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel","Lüttich (Liège), O. in Belgien (Lüttich) // bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel"
H4O03629,551,551,"bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel","Lüttich (Liège), O. in Belgien (Lüttich) // bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel"
H4O03629,574,574,"bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel","Lüttich (Liège), O. in Belgien (Lüttich) // bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel"
H4O03629,575,575,"bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel","Lüttich (Liège), O. in Belgien (Lüttich) // bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel"
H4O03629,1276,1276,"bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel","Lüttich (Liège), O. in Belgien (Lüttich) // bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel"
H4O03629,1347,1347,"bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel","Lüttich (Liège), O. in Belgien (Lüttich) // bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel"
H4O03629,1453,1453,"bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel","Lüttich (Liège), O. in Belgien (Lüttich) // bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel"
H4O03629,1488†,1488,"bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel","Lüttich (Liège), O. in Belgien (Lüttich) // bischöfl. Kirche zu Lüttich, Bistum, Diözese, Sprengel"
H4O03629,770a,770a,Lütticher Diözesansynode (siehe Addenda und Corrigenda),"Lüttich (Liège), O. in Belgien (Lüttich) // Lütticher Diözesansynode (siehe Addenda und Corrigenda)"
H4O03629,1191,1191,Lütticher Gottesfriede,"Lüttich (Liège), O. in Belgien (Lüttich) // Lütticher Gottesfriede"
H4O03629,H25,H25,Lütticher Gottesfriede,"Lüttich (Liège), O. in Belgien (Lüttich) // Lütticher Gottesfriede"
H4O03629,574,574,Bf.e v. Lüttich,"Lüttich (Liège), O. in Belgien (Lüttich) // Bf.e v. Lüttich"
H4O03629,1453,1453,Bf.e v. Lüttich,"Lüttich (Liège), O. in Belgien (Lüttich) // Bf.e v. Lüttich"
H4O03629,1488†,1488,Bf.e v. Lüttich,"Lüttich (Liège), O. in Belgien (Lüttich) // Bf.e v. Lüttich"
H4O03629,1572,1572,"St. Lambert, Dom","Lüttich (Liège), O. in Belgien (Lüttich) // St. Lambert, Dom"
H4O03629,1260†,1260,Hochstift zu Lüttich,"Lüttich (Liège), O. in Belgien (Lüttich) // Hochstift zu Lüttich"
H4O03629,1459,1459,Hochstift zu Lüttich,"Lüttich (Liège), O. in Belgien (Lüttich) // Hochstift zu Lüttich"
H4O03629,1556,1556,Lütticher Bürger,"Lüttich (Liège), O. in Belgien (Lüttich) // Lütticher Bürger"
H4O03629,1572,1572,Lütticher Bürger,"Lüttich (Liège), O. in Belgien (Lüttich) // Lütticher Bürger"
H4O03629,1572,1572,"Cornillon, Hügel mit ungeweihter Kapelle","Lüttich (Liège), O. in Belgien (Lüttich) // Cornillon, Hügel mit ungeweihter Kapelle"
H4O03629,1347,1347,Heilig-Kreuz-Stift zu Lüttich,"Lüttich (Liège), O. in Belgien (Lüttich) // Heilig-Kreuz-Stift zu Lüttich"
H4O03629,1275,1275,"Hl. Jakob zu Lüttich, Kl.","Lüttich (Liège), O. in Belgien (Lüttich) // Hl. Jakob zu Lüttich, Kl."
H4O03629,1458,1458,"Hl. Jakob zu Lüttich, Kl.","Lüttich (Liège), O. in Belgien (Lüttich) // Hl. Jakob zu Lüttich, Kl."
H4O03629,1458,1458,Mönche d. Kl.s,"Lüttich (Liège), O. in Belgien (Lüttich) // Hl. Jakob zu Lüttich, Kl. // Mönche d. Kl.s"
H4O03629,770a,770a,"St. Laurentius zu Lüttich, Kl. (siehe Addenda und Corrigenda),","Lüttich (Liège), O. in Belgien (Lüttich) // St. Laurentius zu Lüttich, Kl. (siehe Addenda und Corrigenda),"
H4O03629,998,998,"St. Laurentius zu Lüttich, Kl.","Lüttich (Liège), O. in Belgien (Lüttich) // St. Laurentius zu Lüttich, Kl."
H4O03629,1347,1347,"St. Laurentius zu Lüttich, Kl.","Lüttich (Liège), O. in Belgien (Lüttich) // St. Laurentius zu Lüttich, Kl."
H4O03630,161,161,,"Lüttichgau, Gau, in Belgien zw. der Mündung v. Ourthe und der Geul in die Maas gelegen"
H4O03631,762,762,,Lützenhardt (Baden-Württemberg)
H4O03632,1307,1307,,"Lüxem, aufgegangen in Wittlich (Rheinland-Pfalz)"
H4O03633,1572,1572,Maas-Insel,"Maas (Meuse), Fluß durch Belgien, Frankreich und die Niederlande // Maas-Insel"
H4O03634,64,64,,"Maasland, Gau, in der niederländischen Provinz Nordbrabant gelegen"
H4O03635,551,551,,"Maastricht, O. in den Niederlanden (Limburg)"
H4O03635,1260†,1260,,"Maastricht, O. in den Niederlanden (Limburg)"
H4O03635,1347,1347,,"Maastricht, O. in den Niederlanden (Limburg)"
H4O03635,265(†),265,Servatiusstift zu Maastricht,"Maastricht, O. in den Niederlanden (Limburg) // Servatiusstift zu Maastricht"
H4O03635,676,676,Servatiusstift zu Maastricht,"Maastricht, O. in den Niederlanden (Limburg) // Servatiusstift zu Maastricht"
H4O03635,1259,1259,Servatiusstift zu Maastricht,"Maastricht, O. in den Niederlanden (Limburg) // Servatiusstift zu Maastricht"
H4O03635,1260†,1260,Servatiusstift zu Maastricht,"Maastricht, O. in den Niederlanden (Limburg) // Servatiusstift zu Maastricht"
H4O03635,265,265,Vogt d. Stiftes,"Maastricht, O. in den Niederlanden (Limburg) // Servatiusstift zu Maastricht // Vogt d. Stiftes"
H4O03636,1161,1161,,"Macchia di Migliarino, Reichsforst in Italien am Unterlauf des Serchio gelegen (Toskana)"
H4O03638,1056,1056,,"Madregolo, O. in Italien (Emilia-Romagna)"
H4O03638,1056,1056,Burg Madregolo,"Madregolo, O. in Italien (Emilia-Romagna) // Burg Madregolo"
H4O03639,882,882,,"Madrignano, O. in Italien (Ligurien)"
H4O03641,135,135,,Magdeburg (Sachsen-Anhalt)
H4O03641,163,163,,Magdeburg (Sachsen-Anhalt)
H4O03641,350,350,,Magdeburg (Sachsen-Anhalt)
H4O03641,408,408,,Magdeburg (Sachsen-Anhalt)
H4O03641,415,415,,Magdeburg (Sachsen-Anhalt)
H4O03641,416,416,,Magdeburg (Sachsen-Anhalt)
H4O03641,417?,417,,Magdeburg (Sachsen-Anhalt)
H4O03641,606,606,,Magdeburg (Sachsen-Anhalt)
H4O03641,607,607,,Magdeburg (Sachsen-Anhalt)
H4O03641,742,742,,Magdeburg (Sachsen-Anhalt)
H4O03641,987,987,,Magdeburg (Sachsen-Anhalt)
H4O03641,1206,1206,,Magdeburg (Sachsen-Anhalt)
H4O03641,1207,1207,,Magdeburg (Sachsen-Anhalt)
H4O03641,1212,1212,,Magdeburg (Sachsen-Anhalt)
H4O03641,1213,1213,,Magdeburg (Sachsen-Anhalt)
H4O03641,H29,H29,,Magdeburg (Sachsen-Anhalt)
H4O03641,197,197,"erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel","Magdeburg (Sachsen-Anhalt) // erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel"
H4O03641,298,298,"erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel","Magdeburg (Sachsen-Anhalt) // erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel"
H4O03641,559,559,"erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel","Magdeburg (Sachsen-Anhalt) // erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel"
H4O03641,583,583,"erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel","Magdeburg (Sachsen-Anhalt) // erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel"
H4O03641,1208,1208,"erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel","Magdeburg (Sachsen-Anhalt) // erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel"
H4O03641,R41,R41,"erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel","Magdeburg (Sachsen-Anhalt) // erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel"
H4O03641,R48,R48,"erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel","Magdeburg (Sachsen-Anhalt) // erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel"
H4O03641,R53,R53,"erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel","Magdeburg (Sachsen-Anhalt) // erzbischöfl. Kirche zu Magdeburg, Erzbistum, Erzdiözese, Sprengel"
H4O03641,307,307,Domkapitel zu Magdeburg,Magdeburg (Sachsen-Anhalt) // Domkapitel zu Magdeburg
H4O03641,352,352,Domkapitel zu Magdeburg,Magdeburg (Sachsen-Anhalt) // Domkapitel zu Magdeburg
H4O03641,352,352,Brüder d. Kapitels,Magdeburg (Sachsen-Anhalt) // Domkapitel zu Magdeburg // Brüder d. Kapitels
H4O03641,1194,1194,Magdeburger Kirchenprovinz,Magdeburg (Sachsen-Anhalt) // Magdeburger Kirchenprovinz
H4O03641,1194,1194,Magdeburger Suffragane,Magdeburg (Sachsen-Anhalt) // Magdeburger Kirchenprovinz // Magdeburger Suffragane
H4O03641,R5,R5,Magdeburger Suffragane,Magdeburg (Sachsen-Anhalt) // Magdeburger Kirchenprovinz // Magdeburger Suffragane
H4O03641,H26,H26,Magdeburger Suffragane,Magdeburg (Sachsen-Anhalt) // Magdeburger Kirchenprovinz // Magdeburger Suffragane
H4O03641,769,769,Magdeburger Klerus,Magdeburg (Sachsen-Anhalt) // Magdeburger Klerus
H4O03641,1207,1207,Magdeburger Klerus,Magdeburg (Sachsen-Anhalt) // Magdeburger Klerus
H4O03641,R41,R41,Magdeburger Klerus,Magdeburg (Sachsen-Anhalt) // Magdeburger Klerus
H4O03641,R33,R33,Amtsträger Magdeburgs,Magdeburg (Sachsen-Anhalt) // Amtsträger Magdeburgs
H4O03641,606,606,"Bewohner, Bürger Magdeburgs","Magdeburg (Sachsen-Anhalt) // Bewohner, Bürger Magdeburgs"
H4O03641,769,769,"Bewohner, Bürger Magdeburgs","Magdeburg (Sachsen-Anhalt) // Bewohner, Bürger Magdeburgs"
H4O03641,1207,1207,"Bewohner, Bürger Magdeburgs","Magdeburg (Sachsen-Anhalt) // Bewohner, Bürger Magdeburgs"
H4O03641,R53,R53,"Bewohner, Bürger Magdeburgs","Magdeburg (Sachsen-Anhalt) // Bewohner, Bürger Magdeburgs"
H4O03641,743,743,Gegend v. Magdeburg,Magdeburg (Sachsen-Anhalt) // Gegend v. Magdeburg
H4O03641,1206,1206,Wiesen vor Magdeburg,Magdeburg (Sachsen-Anhalt) // Wiesen vor Magdeburg
H4O03642,173,173,,"Magetheide, im Gebiet zw. der mittleren Aller um Celle und Uelzen gelegen (Niedersachsen)"
H4O03642,194,194,,"Magetheide, im Gebiet zw. der mittleren Aller um Celle und Uelzen gelegen (Niedersachsen)"
H4O03642,173,173,Forst in der Magetheide,"Magetheide, im Gebiet zw. der mittleren Aller um Celle und Uelzen gelegen (Niedersachsen) // Forst in der Magetheide"
H4O03643,157a,157a,,"Magreta, O. in Italien (Emilia-Romagna) (siehe Addenda und Corrigenda)"
H4O03644,1195,1195,,Mähren
H4O03644,1241,1241,Mährisches Gebiet,Mähren // Mährisches Gebiet
H4O03645,762,762,,Maichingen (Baden-Württemberg)
H4O03646,551,551,,"Maidiéres, O. in Frankreich (Meurthe-et-Moselle)"
H4O03647,570,570,,"Mailand, O. in Italien (Lombardei)"
H4O03647,734,734,,"Mailand, O. in Italien (Lombardei)"
H4O03647,761,761,,"Mailand, O. in Italien (Lombardei)"
H4O03647,782,782,,"Mailand, O. in Italien (Lombardei)"
H4O03647,789,789,,"Mailand, O. in Italien (Lombardei)"
H4O03647,837,837,,"Mailand, O. in Italien (Lombardei)"
H4O03647,857,857,,"Mailand, O. in Italien (Lombardei)"
H4O03647,1030,1030,,"Mailand, O. in Italien (Lombardei)"
H4O03647,1031,1031,,"Mailand, O. in Italien (Lombardei)"
H4O03647,1032(†),1032,,"Mailand, O. in Italien (Lombardei)"
H4O03647,1034,1034,,"Mailand, O. in Italien (Lombardei)"
H4O03647,1366,1366,,"Mailand, O. in Italien (Lombardei)"
H4O03647,1367,1367,,"Mailand, O. in Italien (Lombardei)"
H4O03647,1424,1424,,"Mailand, O. in Italien (Lombardei)"
H4O03647,K1,K1,,"Mailand, O. in Italien (Lombardei)"
H4O03647,K3,K3,,"Mailand, O. in Italien (Lombardei)"
H4O03647,K7,K7,,"Mailand, O. in Italien (Lombardei)"
H4O03647,K11,K11,,"Mailand, O. in Italien (Lombardei)"
H4O03647,599,599,"erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel","Mailand, O. in Italien (Lombardei) // erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel"
H4O03647,658,658,"erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel","Mailand, O. in Italien (Lombardei) // erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel"
H4O03647,702,702,"erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel","Mailand, O. in Italien (Lombardei) // erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel"
H4O03647,734,734,"erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel","Mailand, O. in Italien (Lombardei) // erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel"
H4O03647,760,760,"erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel","Mailand, O. in Italien (Lombardei) // erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel"
H4O03647,761,761,"erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel","Mailand, O. in Italien (Lombardei) // erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel"
H4O03647,778,778,"erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel","Mailand, O. in Italien (Lombardei) // erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel"
H4O03647,785,785,"erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel","Mailand, O. in Italien (Lombardei) // erzbischöfl. Kirche zu Mailand, Erzbistum, Erzdiözese, Sprengel"
H4O03647,789,789,Mailänder Kirchenprovinz,"Mailand, O. in Italien (Lombardei) // Mailänder Kirchenprovinz"
H4O03647,987,987,Mailänder Kirchenprovinz,"Mailand, O. in Italien (Lombardei) // Mailänder Kirchenprovinz"
H4O03647,1093,1093,Mailänder Kirchenprovinz,"Mailand, O. in Italien (Lombardei) // Mailänder Kirchenprovinz"
H4O03647,622,622,Mailänder Suffragane,"Mailand, O. in Italien (Lombardei) // Mailänder Kirchenprovinz // Mailänder Suffragane"
H4O03647,789,789,Mailänder Suffragane,"Mailand, O. in Italien (Lombardei) // Mailänder Kirchenprovinz // Mailänder Suffragane"
H4O03647,761,761,Mailänder Domklerus,"Mailand, O. in Italien (Lombardei) // Mailänder Domklerus"
H4O03647,721,721,Mailänder Kirche,"Mailand, O. in Italien (Lombardei) // Mailänder Kirche"
H4O03647,1424,1424,<i>ordinarii</i>,"Mailand, O. in Italien (Lombardei) // Mailänder Kirche // <i>ordinarii</i>"
H4O03647,761,761,Mailänder Klerus,"Mailand, O. in Italien (Lombardei) // Mailänder Klerus"
H4O03647,760,760,die Mailänder,"Mailand, O. in Italien (Lombardei) // die Mailänder"
H4O03647,761,761,die Mailänder,"Mailand, O. in Italien (Lombardei) // die Mailänder"
H4O03647,734,734,Mailänder Gesandtschaft,"Mailand, O. in Italien (Lombardei) // Mailänder Gesandtschaft"
H4O03647,734,734,Mailänder Innenstadt,"Mailand, O. in Italien (Lombardei) // Mailänder Innenstadt"
H4O03647,1102,1102,Mailänder Kontingent,"Mailand, O. in Italien (Lombardei) // Mailänder Kontingent"
H4O03647,570,570,Mailänder Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria"
H4O03647,599,599,Mailänder Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria"
H4O03647,721,721,Mailänder Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria"
H4O03647,734,734,Mailänder Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria"
H4O03647,761,761,Mailänder Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria"
H4O03647,785,785,Mailänder Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria"
H4O03647,808,808,Mailänder Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria"
H4O03647,845,845,Mailänder Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria"
H4O03647,599,599,Anhänger d. Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria // Anhänger d. Pataria"
H4O03647,760,760,Anhänger d. Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria // Anhänger d. Pataria"
H4O03647,734,734,Gegner d. Pataria,"Mailand, O. in Italien (Lombardei) // Mailänder Pataria // Gegner d. Pataria"
H4O03647,1366,1366,Synode zu Mailand,"Mailand, O. in Italien (Lombardei) // Synode zu Mailand"
H4O03647,1424,1424,Synode zu Mailand,"Mailand, O. in Italien (Lombardei) // Synode zu Mailand"
H4O03647,1030,1030,Mailänder <i>Primores</i>,"Mailand, O. in Italien (Lombardei) // Mailänder <i>Primores</i>"
H4O03647,1030,1030,Mailänder Konsuln,"Mailand, O. in Italien (Lombardei) // Mailänder Konsuln"
H4O03647,1368,1368,"S. Ambrogio zu Mailand, Ki.","Mailand, O. in Italien (Lombardei) // S. Ambrogio zu Mailand, Ki."
H4O03647,K1,K1,"S. Ambrogio zu Mailand, Ki.","Mailand, O. in Italien (Lombardei) // S. Ambrogio zu Mailand, Ki."
H4O03647,1031,1031,"Orona zu Mailand, Kl.","Mailand, O. in Italien (Lombardei) // Orona zu Mailand, Kl."
H4O03647,1031,1031,"Nonnen d. Kl.s, Konvent","Mailand, O. in Italien (Lombardei) // Orona zu Mailand, Kl. // Nonnen d. Kl.s, Konvent"
H4O03647,1032(†),1032,"S. Simpliciano, Kl.","Mailand, O. in Italien (Lombardei) // S. Simpliciano, Kl."
H4O03648,1058,1058,,"Mailberg, O. in Österreich (Oberösterreich)"
H4O03649,198,198,,"Main, Nebenfluß des Rheins"
H4O03649,948,948,,"Main, Nebenfluß des Rheins"
H4O03649,1413†,1413,,"Main, Nebenfluß des Rheins"
H4O03650,323(†),323,,"Maingau, Gau, um die Main ö. Frankfurt a. Main um die Mainzuflüsse Rodau, Gersprenz und Mümling und um Aschaffenburg gelegen"
